Continent,ISO_code,Country,WHO_Region,pop_year,age,gender,population,Vaccine,vac_year,Percent_covrage,vac_population,deaths_averted_1000FVP,mid,low,high,vac_deaths_averted,suspension_period,covid_deaths,benefit_risk_ratio
Africa,GMB,Gambia,AFR,2020,0,both,86397,RotaC,2018,93,80349.21,1 (0.56-1.3),1,0.56,1.3,80.34921,1,8.034921,10
Africa,GMB,Gambia,AFR,2020,0,both,86397,YFV,2018,91,78621.27,51 (18-110),51,18,110,4009.68477,1,7.862127,510
Africa,GNB,Guinea-Bissau,AFR,2020,0,both,62751,HepB3,2018,82,51455.82,20 (6.2-47),20,6.2,47,1029.1164,1,5.145582,200
Africa,GNB,Guinea-Bissau,AFR,2020,0,both,62751,Hib3,2018,82,51455.82,2.7 (1.3-3.9),2.7,1.3,3.9,138.930714,1,5.145582,27
Africa,GNB,Guinea-Bissau,AFR,2020,0,both,62751,MCV1,2018,79,49573.29,24 (9.4-32),24,9.4,32,1189.75896,1,4.957329,240
Africa,GNB,Guinea-Bissau,AFR,2020,0,both,62751,PCV3,2018,82,51455.82,2.7 (1.5-4.3),2.7,1.5,4.3,138.930714,1,5.145582,27
Africa,GNB,Guinea-Bissau,AFR,2020,0,both,62751,RotaC,2018,85,53338.35,1 (0.71-1.4),1,0.71,1.4,53.33835,1,5.333835,10
Africa,GNB,Guinea-Bissau,AFR,2020,0,both,62751,YFV,2018,80,50200.8,40 (14-84),40,14,84,2008.032,1,5.02008,400
Africa,GNQ,Equatorial Guinea,AFR,2020,0,both,41997,HepB3,2018,46,19318.62,,,,,,1,1.931862,
Africa,GNQ,Equatorial Guinea,AFR,2020,0,both,41997,Hib3,2018,46,19318.62,,,,,,1,1.931862,
Africa,GNQ,Equatorial Guinea,AFR,2020,0,both,41997,MCV1,2018,39,16378.83,,,,,,1,1.637883,
Africa,GNQ,Equatorial Guinea,AFR,2020,0,both,41997,YFV,2018,39,16378.83,,,,,,1,1.637883,
Africa,KEN,Kenya,AFR,2020,0,both,1418463,HepB3,2018,81,1148955.03,3.5 (0.32-11),3.5,0.32,11,4021.342605,1,114.895503,35
Africa,KEN,Kenya,AFR,2020,0,both,1418463,Hib3,2018,81,1148955.03,1.8 (0.77-2.7),1.8,0.77,2.7,2068.119054,1,114.895503,18
Africa,KEN,Kenya,AFR,2020,0,both,1418463,MCV1,2018,79,1120585.77,12 (5.8-18),12,5.8,18,13447.02924,1,112.058577,120
Africa,KEN,Kenya,AFR,2020,1,both,1411999,MCV2,2018,45,635399.55,,,,,,1,63.539955,
Africa,KEN,Kenya,AFR,2020,0,both,1418463,PCV3,2018,81,1148955.03,1.8 (0.9-3),1.8,0.9,3,2068.119054,1,114.895503,18
Africa,KEN,Kenya,AFR,2020,0,both,1418463,RCV1,2018,79,1120585.77,0.16 (0.02-0.58),0.16,0.02,0.58,179.2937232,1,112.058577,1.6
